2019-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.097,0.156,0.32,0.232,0.802,0.533,1.21,0.818,0.642,1.295,2.117,1.612,2.312,1.658,2.312,1.639,2.223,1.532,2.033,1.367,1.732,1.074,1.219,0.651,0.593,0.217,0.096,0.009,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.183,0.137,0.331,0.41,0.804,0.822,1.035,1.223,1.906,1.488,2.216,1.42,2.036,1.125,1.531,1.346,1.078,1.216,1.699,1.394,1.599,0.915,0.968,0.601,0.59,0.207,0.073,0.002,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.083,0.122,0.367,0.353,0.797,0.585,1.18,1.137,1.717,0.898,1.616,1.307,2.407,1.762,2.45,1.564,2.313,1.594,2.094,1.379,1.698,1.044,1.212,0.643,0.61,0.222,0.101,0.01,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.078,0.265,0.349,0.805,0.792,1.4,1.176,1.841,1.425,2.127,1.571,2.274,1.59,2.278,1.627,2.316,1.576,2.006,1.337,1.598,1.04,1.254,0.662,0.448,0.266,0.095,0.01,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.055,0.07,0.247,0.36,0.797,0.817,1.422,1.189,1.84,1.44,2.155,1.598,2.323,1.694,2.37,1.669,2.266,1.553,2.006,0.915,1.672,1.037,1.188,0.645,0.578,0.095,0.149,0.006,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.064,0.214,0.329,0.756,0.752,1.333,1.129,1.79,1.401,2.108,1.576,2.255,1.631,2.27,1.612,2.204,1.502,1.958,1.206,1.587,1.083,1.072,0.425,0.392,0.134,0.071,0.003,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.206,0.355,0.303,0.413,0.347,0.752,0.388,0.45,0.514,0.863,0.454,0.955,0.929,1.578,0.825,1.018,0.833,0.563,0.995,1.178,0.318,0.393,0.232,0.178,0.092,0.095,0.01,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.095,0.132,0.174,0.267,0.551,0.341,0.706,0.643,0.929,0.815,1.543,1.312,1.725,1.109,1.545,0.816,1.038,0.766,1.413,0.896,1.358,0.569,0.557,0.312,0.451,0.256,0.167,0.033,0.002,0.0,0.0,0.0,0.0,0.0
2019-01-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009,0.087,0.072,0.248,0.321,0.64,0.803,1.387,1.174,1.029,0.277,1.676,1.697,2.422,1.762,2.472,1.756,2.402,1.652,2.184,1.441,1.816,1.129,1.303,0.705,0.648,0.203,0.084,0.013,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.105,0.117,0.221,0.334,0.772,0.746,1.421,1.183,1.795,1.289,1.595,1.387,2.082,1.259,2.14,1.168,1.166,0.932,1.897,0.77,0.998,0.99,1.161,0.66,0.615,0.234,0.113,0.013,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024,0.119,0.11,0.239,0.325,0.758,0.755,1.317,1.122,1.782,1.368,2.014,1.524,2.223,1.439,1.816,1.122,1.72,0.928,1.482,1.233,1.046,0.436,0.536,0.32,0.496,0.16,0.088,0.006,0.0,0.0,0.0,0.0,0.0,0.0
